floor_area,number_of_floors,window_to_wall_ratio,wall_thickness,avg_temperature,avg_humidity,solar_radiation,thermal_resistance,estimated_energy_usage,daylight_factor,thermal_load
282.9,2,0.22,0.38,30.1,38,982,6.03,1618.6,2.16,1134.3
237.3,3,0.48,0.32,-7.4,34,122,6.2,345.4,0.59,-2470.8
249,1,0.43,0.25,22.9,43,994,3.02,2393.6,4.27,504
208.6,1,0.33,0.47,2.1,70,739,0.03,22997.7,2.44,-3722.7
201.5,2,0.11,0.48,5.1,57,360,3.34,347.5,0.4,-1999.6
127.9,3,0.31,0.25,3.5,25,436,3.66,158.9,1.35,-1338
134.1,2,0.44,0.33,-3.9,73,981,0.07,6822.2,4.32,-3182.6
144.9,3,0.34,0.29,15.3,26,288,3.33,793.6,0.98,-454.2
109.1,2,0.27,0.28,22.1,50,724,0.04,70656.5,1.95,228.2
108.3,3,0.32,0.31,-8.4,38,730,3.01,320.1,2.34,-2149.9
77.6,1,0.38,0.23,-6.6,69,496,0.07,8052.4,1.88,-2049.7
183.2,1,0.34,0.32,1,64,202,6.31,40.8,0.69,-1284.4
130.8,3,0.31,0.37,-2.9,60,145,6.35,65.5,0.45,-1093.3
207.5,3,0.15,0.32,22.6,48,854,5.77,906.7,1.28,228.2
72.6,3,0.23,0.25,33.9,52,482,3.11,894.9,1.11,695.3
132.6,2,0.28,0.31,1.4,78,503,5.98,48.1,1.41,-991.5
284,2,0.21,0.31,-2.3,60,684,6.43,78.9,1.44,-2261
97.6,1,0.25,0.48,19.7,31,841,3.18,709.2,2.1,-20
299.1,1,0.48,0.25,-7.1,30,544,3.26,745.9,2.61,-5463.2
175,1,0.43,0.35,28.3,20,543,3.59,1708.3,2.33,931.1
256.1,1,0.41,0.32,25,29,689,3.05,2599.2,2.82,889.9
298.3,3,0.37,0.2,-3.1,30,444,3.77,249,1.64,-4292.9
97.5,3,0.49,0.48,13.2,35,280,3.04,538.3,1.37,-461.4
264.7,1,0.48,0.25,3.9,51,181,5.45,245.8,0.87,-1939.1
223.8,2,0.47,0.4,13.5,26,846,3.22,1231.4,3.98,-986.3
257.6,3,0.12,0.32,7,51,260,5.95,333.2,0.31,-1356.3
272.3,2,0.27,0.46,14.6,24,223,5.32,861.1,0.6,-688.2
132.6,1,0.19,0.25,8.8,57,359,3.46,384.4,0.68,-971.3
93.4,3,0.11,0.3,16.3,23,475,3.79,436.1,0.52,-214.6
204.2,3,0.41,0.22,13.3,48,708,5.53,623.3,2.9,-611.6
172.2,3,0.44,0.32,33,37,682,3.79,1867,3,1390.2
252.2,3,0.37,0.45,-7,68,538,3.25,594.2,1.99,-4596.3
216,2,0.35,0.44,21.8,61,946,0.08,72161.7,3.31,385.7
94.8,3,0.41,0.39,32.7,59,131,3.75,1000.1,0.54,752.5
142,2,0.24,0.29,5.6,79,861,0.06,17126,2.07,-2032.5
138.4,1,0.43,0.25,20.2,40,749,0.09,39141.1,3.22,27.4
182.4,2,0.13,0.29,-6.9,28,840,3.69,319,1.09,-3096
156.3,1,0.41,0.28,23.6,29,922,3.76,1228.3,3.78,351.1
194.6,3,0.45,0.25,0,70,742,3.18,55.6,3.34,-2654.3
292.7,2,0.45,0.25,26.5,22,664,3.74,2604.2,2.99,1191
210.2,1,0.31,0.24,29.7,27,442,5.98,1223.7,1.37,819.7
96.9,1,0.48,0.24,18.8,61,956,3.63,653.9,4.59,-74.1
62.8,3,0.29,0.46,4.2,33,128,0.09,3457.9,0.37,-983.3
273.1,1,0.22,0.42,1.8,70,934,5.85,141.7,2.05,-2062.7
109.3,3,0.13,0.33,34.3,25,365,3.06,1318.7,0.47,1084.7
232.5,3,0.22,0.44,27,29,766,6.22,1152,1.69,615.2
201.6,1,0.35,0.31,30.1,30,168,3.04,2358.5,0.59,1417.2
127.8,2,0.4,0.34,-7.3,22,361,3.38,314.8,1.44,-2309.7
210.9,2,0.16,0.4,-2.6,78,873,3.26,120.7,1.4,-3212.5
109.5,2,0.24,0.43,14.4,52,554,3.66,501.1,1.33,-388.8
58.6,1,0.47,0.22,14.9,71,730,0.07,16159.4,3.43,-296.8
261.6,2,0.26,0.46,-3.6,25,107,3.06,337.4,0.28,-4284.6
288.6,3,0.5,0.32,31.1,37,728,3.68,3120.1,3.64,2024.6
254.4,1,0.31,0.48,20.8,56,941,3.1,2060.7,2.92,140.4
205.1,3,0.45,0.22,-4,52,647,5.43,155.1,2.91,-2249.5
50.3,2,0.2,0.24,27.9,50,115,5.1,303.9,0.23,194.7
52,2,0.16,0.5,-5.7,55,343,0.03,10028.3,0.55,-1332.4
86.4,3,0.28,0.33,13.5,62,960,3.64,391.3,2.69,-357.2
84,1,0.42,0.25,2.9,22,267,3.74,86.1,1.12,-899.2
241.2,3,0.43,0.3,11.8,49,945,5.81,642.9,4.06,-828.7
285.1,1,0.31,0.28,-2.8,68,931,5.4,114,2.89,-2990.1
126.7,3,0.18,0.49,-7.5,43,158,3.46,293,0.28,-2278.7
127.7,2,0.14,0.36,31,23,754,0.04,108470.9,1.06,1399.1
249.8,3,0.3,0.25,-1.9,35,964,3.43,78.4,2.89,-3594.2
112,1,0.5,0.35,-3.9,31,847,6.19,69.1,4.24,-1019.9
181.2,1,0.43,0.38,2.5,29,374,3.73,169.6,1.61,-1988.2
74.7,2,0.16,0.5,30.5,54,330,3.12,797.2,0.53,539.6
253.3,3,0.16,0.32,16.8,50,109,3.76,1230.2,0.17,-505.8
139.9,1,0.26,0.3,14.5,38,129,3.17,729.5,0.34,-525.5
239.8,1,0.38,0.3,10.7,59,257,3.72,840.5,0.98,-1400.5
112.3,2,0.36,0.44,3.1,20,718,6.07,83.4,2.58,-745.9
65.4,1,0.34,0.24,24.3,54,845,0.07,27486.4,2.87,279.3
156.9,1,0.34,0.21,4.8,22,403,5.58,171.2,1.37,-1054.1
112.2,1,0.49,0.4,-8.8,47,527,6.24,185.2,2.58,-1215
140.8,2,0.32,0.22,17.6,52,589,3.08,964.5,1.88,-233.8
145.2,2,0.23,0.32,34.5,25,602,3.54,1605.4,1.38,1360.1
182.4,2,0.25,0.24,-9.8,59,479,3.77,507.3,1.2,-3386.3
205.7,3,0.34,0.4,26.4,25,897,5.98,1098.6,3.05,529.2
298.6,3,0.17,0.46,18,30,604,3.05,1976.2,1.03,-415.1
75.4,2,0.13,0.21,1.1,75,705,3.47,41.8,0.92,-930.6
65.4,2,0.24,0.29,8.5,33,469,3.6,182.5,1.13,-481.3
166.9,1,0.49,0.34,24.9,39,370,6.17,851,1.81,313.2
129.4,2,0.46,0.24,5.4,46,412,0.05,18501,1.9,-1879.8
200.4,3,0.5,0.38,18.6,58,317,3.35,1414.5,1.58,-186.6
226,2,0.31,0.32,-5.5,71,359,3.06,438.5,1.11,-3999.5
272.6,3,0.36,0.46,-1.7,76,109,5.76,88.8,0.39,-2508.1
216,2,0.41,0.4,0.4,70,336,3.14,61,1.38,-2904.2
276,1,0.37,0.25,24,49,292,6,1324.2,1.08,441.6
245.3,2,0.43,0.3,18.3,47,346,3.35,1658.9,1.49,-277.3
61.8,3,0.25,0.4,-5.5,24,888,3.19,100.5,2.22,-1073.2
273,2,0.15,0.26,18.6,34,959,3.03,1894.4,1.44,-266.4
135.2,1,0.13,0.45,4.2,70,586,3.07,224.5,0.76,-1480.4
271.6,1,0.49,0.48,19.9,63,477,5.14,1340.5,2.34,-13.2
173,3,0.37,0.24,34.6,39,532,3.15,2286.4,1.97,1730.2
69,1,0.18,0.43,-9.6,73,861,3.71,177.2,1.55,-1284.7
140,2,0.33,0.34,29.3,73,858,5.45,902.5,2.83,592.4
232.7,1,0.46,0.21,-0.4,72,744,3.62,27.2,3.42,-3028.6
91,1,0.25,0.5,28.8,35,641,0.02,150701.1,1.6,799.2
77.7,3,0.25,0.37,2.6,67,210,0.09,2729.2,0.52,-1339.8
60,2,0.25,0.21,7.1,63,606,3.59,144.9,1.52,-496.1
236.8,1,0.14,0.22,5.5,33,397,3.51,425.7,0.56,-2228.4
93.9,3,0.28,0.27,10.1,49,886,0.04,29400.2,2.48,-925.9
65.5,3,0.16,0.26,-0.9,50,554,3.69,6.6,0.89,-863.8
270.5,3,0.36,0.3,14.1,28,356,3.68,1253.9,1.28,-1008.6
81.6,3,0.17,0.45,-3.6,57,817,3.15,78.2,1.39,-1319.1
62.8,1,0.16,0.3,2.9,53,909,3.5,73.8,1.45,-698
50.1,3,0.49,0.31,33.4,29,485,0.06,35226,2.38,667.3
120.7,3,0.18,0.37,-7.5,43,608,3.34,271.5,1.09,-2210.6
195.8,1,0.11,0.5,13.4,31,105,3.44,811,0.12,-847.7
226.7,2,0.2,0.4,-7.5,49,696,3.27,518.9,1.39,-4195.7
82.6,2,0.48,0.48,29.9,39,764,3.16,993.9,3.67,559.3
123.9,2,0.21,0.27,27.8,73,293,6.1,630.5,0.62,376.9
213,1,0.46,0.4,18.8,43,272,3.55,1407.5,1.25,-164.9
76.2,3,0.34,0.44,10.2,57,814,6.41,153.2,2.77,-268.1
179.6,3,0.3,0.34,12.8,29,461,5.32,514.8,1.38,-605.2
241.9,3,0.26,0.45,0.7,30,471,3.63,88.2,1.22,-2973.9
258.9,3,0.26,0.32,16.7,40,301,3.25,1530.4,0.78,-576.7
173.6,2,0.27,0.32,15.8,41,347,0.09,35350.4,0.94,-722.6
75.3,1,0.48,0.3,30.8,65,640,6.2,473.5,3.07,309
70.3,3,0.1,0.36,5.1,43,733,3.02,142.6,0.73,-731.1
58.5,2,0.1,0.29,25,57,325,3.24,480.1,0.32,197.7
71.3,3,0.28,0.39,30.6,72,397,0.06,41991.6,1.11,751.2
168.6,1,0.24,0.39,33.1,78,490,3.2,1982.1,1.18,1501.9
155.5,2,0.39,0.49,8.2,70,979,5.91,288.6,3.82,-750.5
295.6,1,0.33,0.21,18.8,22,439,5.13,1291.5,1.45,-172.7
169.1,2,0.36,0.34,21.1,77,721,3.13,1391.1,2.6,127.8
239.3,2,0.28,0.23,-4.3,44,219,3,371.1,0.61,-4070.5
216.4,3,0.42,0.5,30.2,27,342,0.03,266574.6,1.44,2200.7
50,1,0.32,0.45,-3.3,47,342,0.07,2450.9,1.09,-1156.8
287.6,2,0.48,0.29,3.6,78,483,3.73,390.4,2.32,-2957.3
97,1,0.22,0.29,-4.9,75,796,3.56,124.1,1.75,-1555.5
161.9,3,0.23,0.23,0.7,68,584,3.24,71.5,1.34,-2112.3
296.2,3,0.23,0.33,33.7,44,674,3.62,3136,1.55,2589
281,1,0.47,0.39,11.6,40,863,0.04,108127.4,4.06,-2351
67.9,3,0.42,0.34,8.4,35,934,5.62,136.5,3.92,-345
52.5,1,0.13,0.38,30,24,751,3.7,464.7,0.98,330.8
121.9,3,0.17,0.3,31.4,61,699,3.25,1306.3,1.19,938
296.9,2,0.28,0.2,-0.6,24,302,6.44,15.7,0.85,-2177.3
54.3,3,0.17,0.32,12.1,45,246,3.46,210.2,0.42,-280.5
134,2,0.18,0.3,25.4,59,539,0.06,63144.2,0.97,719.3
204.4,2,0.47,0.47,-7.8,44,357,6.47,290.4,1.68,-2005.9
155.6,3,0.24,0.48,13,58,823,5.22,461.5,1.98,-520.6
268.2,1,0.18,0.41,29.4,54,779,3.72,2371.6,1.4,1583.2
151.5,3,0.22,0.39,-1.1,46,272,0.03,4641.4,0.6,-3187.1
163.6,2,0.48,0.33,2.4,34,482,3.2,182.7,2.31,-1958
125.6,3,0.4,0.36,31.7,26,147,3.4,1411.8,0.59,969.9
158.6,3,0.45,0.43,-6.6,68,774,0.09,12576.7,3.48,-4180.8
290.1,3,0.1,0.34,6.1,72,599,3.57,571.6,0.6,-2592.8
217,2,0.32,0.39,-7.3,56,480,0.05,34334.6,1.54,-5894.5
198.9,2,0.4,0.38,12,47,322,3.02,973.8,1.29,-1110.7
211.4,2,0.13,0.29,13.5,38,991,6.27,520.3,1.29,-512.5
229.6,2,0.24,0.3,21,34,335,5.61,978,0.8,100.8
299.4,3,0.29,0.28,15.3,64,294,5.53,966.7,0.85,-629
196.1,3,0.38,0.35,13.5,22,423,3.67,885.3,1.61,-806.9
204,1,0.45,0.5,19.3,36,313,0.02,245064.4,1.41,-142.5
77.4,2,0.1,0.3,29.8,25,452,3.28,749.6,0.45,509.7
51.2,3,0.34,0.4,20.2,79,673,5.71,219,2.29,4.4
238.8,1,0.2,0.3,12.8,76,271,3.72,923,0.54,-1079.8
187.6,1,0.46,0.27,26.5,45,270,3.57,1730.3,1.24,784.1
90.1,2,0.35,0.28,10.8,60,457,3.12,382,1.6,-570.3
218.1,1,0.37,0.31,30.8,46,846,0.09,90876.2,3.13,2334.3
190.8,2,0.24,0.24,16.4,67,492,3.04,1187.4,1.18,-478.1
142,1,0.25,0.45,13.2,68,461,3.11,701.7,1.15,-665.3
121,3,0.12,0.39,-9.8,25,571,3.7,319.9,0.69,-2271.7
91.4,2,0.13,0.21,33.8,32,406,3.21,1037.3,0.53,856.4
150.1,2,0.13,0.29,20.4,41,598,0.07,47952.4,0.78,59.6
87.1,2,0.16,0.36,-3.6,21,393,3.01,100.2,0.63,-1436.8
288.7,2,0.14,0.38,5.7,52,877,5.09,399.2,1.23,-2027
93.3,2,0.11,0.33,0.2,74,400,0.08,738.2,0.44,-1832.6
174.2,3,0.35,0.44,-5.8,49,340,3.79,294.9,1.19,-2791
229.8,2,0.29,0.42,26.2,54,892,0.01,712847.4,2.59,1423.3
91.3,3,0.47,0.3,-0.4,58,240,3.03,6,1.13,-1298.2
123.7,3,0.27,0.28,26.4,31,830,3.29,1162,2.24,531.2
80.3,1,0.23,0.3,28.2,68,796,0.06,43269,1.83,654.5
171,3,0.48,0.45,5.6,50,106,3.8,318.4,0.51,-1526.7
237.9,1,0.38,0.21,31,73,966,3.67,2465.8,3.67,1656.5
112.1,1,0.46,0.25,9.5,43,711,0.03,46930.8,3.27,-1173.5
247.1,1,0.36,0.49,-2.2,56,365,5.42,98.7,1.31,-2512.4
78,2,0.4,0.42,7.6,56,987,3.69,217.8,3.95,-610.3
212.9,3,0.28,0.43,16.3,20,575,3.64,1125.2,1.61,-501
91.6,2,0.41,0.41,-5.2,20,846,3.16,152.1,3.47,-1578.9
269.6,2,0.1,0.26,12.2,41,224,3.21,1095.6,0.22,-1427.9
139.9,3,0.3,0.38,26.2,53,267,6.39,666.4,0.8,313.1
89.9,2,0.46,0.43,7,39,259,3.13,256.4,1.19,-802.9
181.5,1,0.24,0.23,15.5,76,455,3.77,860.3,1.09,-508.8
104.9,1,0.46,0.45,-8.2,54,290,3.63,281.2,1.33,-1884.4
198.6,1,0.47,0.39,15.6,36,541,6.32,626.4,2.54,-321.6
69.7,1,0.14,0.31,20,79,188,3.19,472,0.26,0
86.8,1,0.18,0.23,-6.3,69,513,3.37,162.5,0.92,-1513.5
80.9,1,0.23,0.38,24.1,63,817,3.25,691.6,1.88,223.9
267.2,1,0.29,0.36,28.7,71,405,3.23,2756.8,1.17,1573.8
201.5,1,0.29,0.47,25.5,72,244,3.53,1682.6,0.71,717
282.5,2,0.1,0.26,9.8,37,455,3.75,811.2,0.46,-1800.9
121.8,1,0.33,0.44,15.2,66,683,0.04,56343.8,2.25,-582.3
167.3,2,0.46,0.25,10.5,66,802,3.64,638.9,3.69,-1010.8
153.2,1,0.38,0.36,21.1,37,444,5.44,722,1.69,76.8
240.4,1,0.44,0.36,4.8,70,924,5.45,308,4.07,-1662.6
255.7,3,0.3,0.41,-8.9,43,696,3.61,668.3,2.09,-4722
66.9,1,0.2,0.3,25.1,63,637,3.66,517.5,1.27,216.3
175.7,2,0.29,0.46,13.2,74,877,3.43,825.6,2.54,-785
213.4,3,0.28,0.23,15.3,42,148,3.09,1216.2,0.41,-693.1
281.8,1,0.1,0.46,5.3,37,727,3.1,575.3,0.73,-2858.3
181,3,0.21,0.41,28.8,74,758,5.6,1055.7,1.59,700.8
273.2,2,0.43,0.47,16.1,50,383,3.68,1486.8,1.65,-673.4
87.7,3,0.2,0.28,15.1,67,702,3.13,487,1.4,-295.2
116.7,2,0.1,0.21,16,73,706,6.29,325.4,0.71,-173.2
248.7,2,0.49,0.46,0.2,51,382,3.7,48.7,1.87,-3102.3
74.3,3,0.16,0.2,-7.7,21,654,3.55,159.3,1.05,-1327.5
259.2,1,0.15,0.35,15.1,70,698,5.63,781.9,1.05,-555
245.8,1,0.12,0.42,31.3,34,151,0.06,136574.9,0.18,2760.9
74,2,0.28,0.48,20.2,55,522,3.72,469.9,1.46,9.3
158.2,2,0.34,0.4,25.8,31,765,3.17,1551.1,2.6,626.7
207.9,2,0.19,0.32,22.8,52,795,6.07,884.9,1.51,228.8
92.2,1,0.37,0.23,-1.8,57,385,0.08,1932.5,1.42,-1993.9
169.4,2,0.18,0.28,-1.8,24,727,5.67,34.9,1.31,-1599
83,1,0.13,0.21,25.7,23,204,3.24,706.7,0.27,319.8
54.1,1,0.15,0.34,-7.1,47,115,3.77,107.8,0.17,-913.4
74.2,2,0.36,0.42,23.8,77,340,5.51,383.6,1.22,126.6
275.4,2,0.49,0.38,15.8,23,992,3.32,1734.2,4.86,-772.7
51,2,0.3,0.21,30.2,63,554,0.01,180372.2,1.66,519.7
127.6,1,0.12,0.46,7.9,45,633,5.54,208.3,0.76,-688.6
260.7,1,0.34,0.48,23.8,79,196,3.3,2218,0.67,663.7
246,2,0.39,0.22,17.6,74,462,0.07,75852.7,1.8,-586.3
156.7,3,0.14,0.26,17.3,34,265,6.3,467.5,0.37,-156.5
181.4,1,0.4,0.33,14.8,53,459,3.6,922.7,1.84,-603.7
143.5,2,0.14,0.34,-1.5,35,648,6.28,20.8,0.91,-1147.7
244.6,1,0.25,0.3,5.4,76,346,3.15,502,0.86,-2446.2
247.2,3,0.47,0.38,24.4,28,939,3.03,2553.1,4.41,758.1
60.8,1,0.32,0.23,27.4,23,570,3.02,653.2,1.82,314
62,2,0.25,0.22,10.6,77,407,5.52,139.1,1.02,-261.1
146.2,2,0.28,0.31,-7.6,32,310,0.01,121501,0.87,-4031.1
91.2,3,0.37,0.22,-6.4,23,497,3.59,177.7,1.84,-1543.3
170.1,3,0.26,0.26,-8.5,40,402,3.26,477.5,1.05,-3267.5
126.3,1,0.22,0.23,2.4,20,480,0.08,5046.9,1.06,-2205.1
178.1,1,0.13,0.25,27.9,67,425,3.79,1417.6,0.55,873.7
290.7,2,0.15,0.24,17,45,972,3.58,1568.8,1.46,-559.9
150.6,2,0.11,0.22,33.9,73,667,5.91,929.3,0.73,856.2
54.6,3,0.4,0.41,23.7,62,458,3.27,484,1.83,136
77.3,2,0.16,0.29,19.6,30,235,5.71,290,0.38,-13.3
228.9,1,0.21,0.41,31.2,69,146,3.64,2178.2,0.31,1630.5
277.3,2,0.34,0.37,-6.5,38,255,3.51,577.2,0.87,-4769.1
242.9,2,0.19,0.31,1.8,77,127,3.22,159.2,0.24,-2997.3
281.2,3,0.25,0.28,9.3,33,832,3.53,908,2.08,-1946.7
154.8,2,0.34,0.43,22.4,60,356,3.23,1276,1.21,251.5
68.9,1,0.49,0.35,31.7,48,989,3.04,922.4,4.85,561.1
215.5,2,0.5,0.23,14.1,31,381,3.21,1215.2,1.9,-863.3
86.3,1,0.14,0.36,17.6,47,103,3.28,498.4,0.14,-139.2
294.3,2,0.18,0.28,-1.2,75,953,0.04,1980.9,1.72,-6214.2
95.2,2,0.13,0.49,32.3,27,989,6.46,522.5,1.29,414.5
91,1,0.16,0.4,2.3,69,579,3.23,87.6,0.93,-1090.4
59.3,2,0.36,0.2,13.2,52,950,3.01,328.9,3.42,-281.9
234.8,1,0.29,0.24,30.9,23,167,3.55,2352.7,0.48,1650.8
138.8,1,0.23,0.5,34.6,52,559,3.77,1443.3,1.29,1262.5
55.3,2,0.4,0.33,-2,51,577,3.03,31.2,2.31,-848
281.3,1,0.15,0.39,-4,50,644,3.12,325.3,0.97,-4644.8
295.1,3,0.43,0.5,28.9,41,602,3.48,3039.6,2.59,1712.4
281.5,1,0.25,0.43,30.7,28,722,5.34,1863.5,1.8,1403.6
261.9,2,0.29,0.45,19.6,68,931,3.12,1973.3,2.7,-72.1
60.7,1,0.19,0.45,2.9,76,888,3.14,80.2,1.69,-712
78.7,3,0.14,0.47,-6.1,31,357,3.22,150.2,0.5,-1392.7
199,3,0.21,0.36,-9.6,67,288,3.24,632,0.6,-3981.9
76.1,1,0.3,0.39,21.9,65,215,5.06,382.5,0.64,71.4
172,2,0.42,0.31,-7.8,76,473,0.08,19061.2,1.99,-4743.3
256.1,2,0.17,0.33,4.3,32,519,3.1,432,0.88,-2774.3
220.2,1,0.2,0.49,-8.4,70,938,5.2,347.6,1.88,-3001.8
159.7,3,0.49,0.5,7.8,62,255,0.09,17795,1.25,-1930.8
137.9,2,0.33,0.48,34.3,26,289,3.62,1535,0.95,1258.1
75.8,2,0.5,0.47,5.5,78,829,3.03,197.9,4.14,-766.1
205.3,2,0.37,0.32,10.9,23,876,0.04,71621.8,3.24,-1860.8
112.3,1,0.47,0.46,25.7,54,465,3.07,1182,2.19,443.6
78.2,1,0.34,0.39,34.4,20,703,3.7,868,2.39,709.4
169.6,1,0.49,0.46,1.5,36,892,0.1,5050.8,4.37,-3106.2
275.4,1,0.14,0.49,23.6,25,134,3.1,2256.1,0.19,684.1
262.7,3,0.44,0.37,28.7,30,840,3.06,3093.9,3.7,1586.1
141,1,0.36,0.24,29.2,55,222,3.65,1341.2,0.8,823.7
52.3,3,0.41,0.27,-2.6,66,556,3.22,40,2.28,-801.4
274.5,2,0.49,0.33,5.3,71,936,0.04,53279.2,4.59,-4019
283.1,3,0.18,0.45,25.7,74,467,0.03,269152.9,0.84,1608.8
51,3,0.37,0.33,-6.3,47,495,6.18,56.8,1.83,-512.4
157.2,2,0.21,0.29,32.5,48,572,0.05,114896.1,1.2,1955.2
113.9,2,0.44,0.5,-2,37,701,5.31,34,3.08,-1175.2
293.6,2,0.2,0.41,33.8,22,770,3.57,3127.4,1.54,2605.2
144.7,2,0.35,0.23,25.4,68,112,3.51,1235.8,0.39,507.1
184.4,3,0.29,0.41,14.7,65,105,6.2,504.2,0.3,-371.4
94.8,3,0.14,0.22,11.5,20,662,3.04,405.8,0.93,-560.8
125.8,1,0.36,0.32,-3.3,67,675,6.41,60.8,2.43,-1052.3
52.3,2,0.5,0.22,7.3,77,675,3,173.8,3.38,-464.9
114.7,1,0.11,0.32,30.4,35,689,3.21,1172,0.76,810
234.9,2,0.13,0.23,-3.8,37,815,3.74,199.7,1.06,-3499.7
121.4,2,0.35,0.33,22.4,62,971,3.25,1025.8,3.4,196.7
235.5,1,0.32,0.48,-3,40,664,5.32,120,2.12,-2534.9
279.5,3,0.13,0.24,8.1,54,533,0.06,42829.4,0.69,-3306.1
151.5,1,0.11,0.44,2.9,74,544,5.02,109.7,0.6,-1290.1
95.7,1,0.24,0.29,5.4,44,914,3.53,191.7,2.19,-904
172.4,3,0.37,0.4,9.5,64,355,3.13,643.2,1.31,-1243.6
147.6,1,0.27,0.36,19,27,187,3.53,910.6,0.5,-95.5
259,2,0.39,0.36,3.9,57,647,3.58,393.1,2.52,-2677.1
206.2,1,0.21,0.22,12,55,400,6.06,466.2,0.84,-649.9
229.8,1,0.37,0.24,2.4,23,496,5.88,134.1,1.84,-1666.3
77.7,1,0.41,0.26,31.6,27,292,3.02,988.7,1.2,629.1
120.1,2,0.14,0.42,8.5,75,567,3.45,337.7,0.79,-904.7
168,1,0.4,0.48,-5.7,55,979,3.13,304.1,3.92,-2966.2
144.4,3,0.17,0.49,8.7,25,206,3.15,443,0.35,-1117.7
243.4,3,0.46,0.46,1.4,34,623,3.55,170.6,2.87,-2920.1
267,2,0.4,0.31,20.2,40,778,0.07,96019.3,3.11,53
134.8,3,0.2,0.25,26.6,35,387,0.05,80032.6,0.77,885.2
288.3,2,0.27,0.29,24.7,21,341,5.63,1455.4,0.92,592.1
151.1,2,0.23,0.28,17.3,68,780,3.63,839.1,1.79,-259.9
183.8,2,0.14,0.29,1,35,838,3.77,95.9,1.17,-2175.6
125.6,1,0.15,0.43,16,70,283,3.23,680.7,0.42,-340.1
277.5,2,0.45,0.31,0.1,58,135,0.08,998.6,0.61,-5478.1
161,1,0.49,0.34,21.1,46,909,3.62,1218.7,4.45,113
99.7,2,0.19,0.23,-4.1,39,886,3.76,93.3,1.68,-1499.3
298.6,2,0.31,0.36,32.4,65,288,3.24,3479.5,0.89,2503
195.7,3,0.24,0.47,-0.1,73,279,3.65,10.7,0.67,-2497.8
257.8,1,0.19,0.37,17.4,66,314,3.12,1602.7,0.6,-461.2
140,1,0.19,0.42,30.8,30,503,0.01,479875,0.96,1510.5
217.7,1,0.12,0.49,12.5,47,433,6.24,478.3,0.52,-613.9
109.6,1,0.43,0.33,1.2,52,760,6.25,41.8,3.27,-772.7
58.3,2,0.5,0.45,29.4,70,980,3.69,600,4.9,345.8
242.7,1,0.26,0.22,6.5,52,656,3.11,631,1.71,-2257.5
167,1,0.15,0.31,4.6,57,383,0.02,44728.7,0.57,-2566.7
91.8,1,0.18,0.41,7.9,50,448,3.07,272.1,0.81,-769.8
79,3,0.43,0.21,28.5,27,211,0.09,30620.3,0.91,665.5
83.1,1,0.38,0.21,12.3,47,679,6.29,204.1,2.58,-237.4
258.9,3,0.44,0.4,29.1,22,129,3.16,2921.6,0.57,1611.5
86,3,0.17,0.33,20.6,51,390,0.05,39171.5,0.66,51.3
294.3,1,0.45,0.26,12.5,63,811,3.53,1359.4,3.65,-1428.1
50.9,3,0.33,0.46,13.2,78,827,5.19,160.3,2.73,-166.5
218.7,3,0.31,0.21,28.3,24,137,0.03,239438.1,0.42,1809.8
54.8,3,0.18,0.29,30,52,388,5.15,352.5,0.7,265.8
131.9,2,0.2,0.42,9.2,61,267,5.78,237.6,0.53,-601.1
142.5,1,0.2,0.23,23.9,21,288,3.39,1118.4,0.58,367.4
197.3,3,0.16,0.31,3.7,33,232,3.73,224.6,0.37,-2016.4
83.4,3,0.22,0.42,-8.5,25,106,0.08,9713.3,0.23,-2357.9
107.4,1,0.45,0.3,4.2,78,980,3.62,188.3,4.41,-1082.6
70.9,3,0.15,0.3,6,59,196,3.51,134.5,0.29,-644.2
94.4,3,0.43,0.32,21.6,70,722,3.17,807.6,3.1,103.2
185.2,2,0.29,0.35,17,72,401,3.26,1131.9,1.16,-374.5
109.3,3,0.22,0.24,2.2,36,893,5.62,66.8,1.96,-852.1
247.9,2,0.13,0.48,22.7,27,536,3.57,1718.4,0.7,430.4
257,2,0.28,0.25,15.8,70,157,5.94,787.1,0.44,-438.2
259.4,2,0.22,0.38,-7.5,71,650,5.33,370,1.43,-3331.3
235.1,2,0.4,0.38,16.2,63,576,3.09,1531.7,2.3,-617.3
169,1,0.37,0.36,25.4,35,666,3.51,1487.2,2.46,592.3
104.9,2,0.26,0.22,15,25,948,3.66,516.5,2.46,-332.5
175.1,2,0.19,0.35,-1.8,35,338,3.13,89.6,0.64,-2622.4
284.4,2,0.17,0.2,5.2,47,989,0.02,95488.2,1.68,-4200.7
67.6,3,0.29,0.34,-5.3,66,309,3.15,122.6,0.9,-1171.5
62.1,3,0.47,0.38,22.8,59,142,3.72,473,0.67,109.2
71.3,3,0.33,0.22,14.2,54,445,3.25,374.3,1.47,-279.1
124,3,0.31,0.31,28.1,79,558,0.04,102610,1.73,1000.4
178.1,2,0.12,0.47,-3.5,60,436,3.69,156.8,0.52,-2641
262.2,1,0.46,0.23,-4.8,43,996,0.08,15335.2,4.58,-6450.5
299.8,1,0.31,0.4,23.7,54,648,3.58,2355,2.01,712.1
77,2,0.27,0.49,-6.9,25,872,3.7,142.4,2.35,-1304.9
231.9,3,0.15,0.39,30.2,59,866,0.01,774452.1,1.3,2363
91.1,3,0.2,0.32,-8.1,35,311,0.06,13008.9,0.62,-2544.6
